alcohol,citric acid,sulphates,chlorides,Total_Acidity,pH,Bounded_Sulfur_Dioxide,OUTPUT_LABEL
9.1,0.3,0.42,0.066,7.31,3.2,127.0,0
10.4,0.25,0.42,0.043,5.83,3.19,70.0,0
11.9,0.27,0.68,0.03,8.540000000000001,2.99,140.0,0
11.6,0.27,0.56,0.046,6.28,3.27,97.0,0
10.6,0.28,0.43,0.039,6.75,3.2,105.0,0
10.3,0.24,0.57,0.046,6.26,3.66,60.0,0
9.9,0.3,0.5,0.046,5.9,3.34,87.0,0
12.8,0.44,0.7,0.036000000000000004,7.81,3.01,109.0,0
10.5,0.31,0.59,0.057,7.77,3.18,182.0,0
10.0,0.38,0.47,0.046,6.12,3.2,66.0,0
12.7,0.33,0.39,0.027000000000000003,6.87,3.28,90.0,1
10.5,0.4,0.56,0.055,6.99,2.98,62.0,0
10.7,0.26,0.72,0.024,7.15,3.16,99.0,1
9.0,0.41,0.58,0.084,6.96,3.18,163.0,0
12.2,0.34,0.44,0.036000000000000004,6.4350000000000005,3.4,113.0,0
10.4,0.66,0.43,0.043,5.8,2.98,97.0,1
9.6,0.47,0.45,0.068,7.859999999999999,3.1,50.0,0
9.6,0.35,0.5,0.042,6.78,3.23,140.0,0
10.5,0.26,0.46,0.044000000000000004,7.29,3.08,75.0,0
11.5,0.29,0.42,0.038,6.640000000000001,3.3,104.0,0
10.8,0.45,0.46,0.042,10.16,2.93,113.0,0
9.0,0.16,0.49,0.05,6.7,3.17,136.0,0
13.1,0.26,0.73,0.027000000000000003,6.95,3.22,84.0,0
11.3,0.31,0.47,0.035,6.85,3.41,95.0,0
11.3,0.32,0.43,0.04,6.47,3.24,80.0,0
12.7,0.37,0.48,0.043,7.6899999999999995,3.39,77.0,1
12.0,0.4,0.53,0.032,7.01,3.18,81.0,1
10.5,0.33,0.51,0.054000000000000006,7.08,3.42,140.0,0
10.7,0.45,0.49,0.05,8.040000000000001,3.33,97.0,1
12.5,0.49,0.46,0.031,7.82,3.07,65.0,0
9.5,0.26,0.43,0.046,6.5,3.17,149.0,0
10.7,0.33,0.62,0.037000000000000005,7.98,3.39,123.0,1
10.2,0.28,0.64,0.034,7.31,3.35,88.0,0
9.8,0.31,0.64,0.046,8.08,3.23,180.0,0
9.8,0.23,0.62,0.069,8.01,3.11,105.0,0
12.7,0.26,0.52,0.033,8.34,3.17,77.0,0
12.7,0.38,0.52,0.034,6.2,3.11,67.0,0
12.0,0.32,0.59,0.036000000000000004,6.79,3.16,55.0,0
9.1,0.33,0.44,0.049,7.56,3.06,153.5,1
11.3,0.3,0.59,0.042,6.94,3.04,74.0,1
9.9,0.21,0.58,0.04,6.66,3.39,127.0,0
10.9,0.28,0.3,0.040999999999999995,6.8,2.98,80.0,0
10.8,0.41,0.64,0.043,6.48,3.23,138.0,0
11.0,0.32,0.54,0.040999999999999995,6.32,3.22,146.0,0
9.4,0.24,0.38,0.044000000000000004,6.06,3.31,97.0,0
12.1,0.46,0.35,0.033,6.35,3.24,56.0,0
10.1,0.34,0.6,0.043,7.1000000000000005,3.31,111.0,0
11.9,0.27,0.51,0.034,8.17,2.97,97.0,0
12.0,0.27,0.33,0.031,8.75,3.01,61.0,0
9.2,0.49,0.43,0.046,7.96,3.01,134.0,0
11.0,0.35,0.54,0.054000000000000006,6.9799999999999995,3.1,90.0,1
8.8,0.26,0.39,0.084,7.76,3.17,106.0,0
12.7,0.38,0.43,0.047,6.83,3.17,118.0,0
11.7,0.35,0.37,0.032,7.24,3.16,62.0,1
10.2,0.29,0.5,0.047,8.43,3.13,140.0,0
11.1,0.27,0.39,0.08,7.43,3.23,138.0,1
9.6,0.45,0.34,0.03,8.809999999999999,3.14,103.0,0
11.4,0.31,0.51,0.04,7.56,3.19,134.0,0
13.2,0.25,0.59,0.015,7.36,2.82,59.0,0
8.5,0.49,0.48,0.045,6.7700000000000005,3.14,190.0,0
9.1,0.22,0.51,0.034,7.16,3.2,106.0,0
11.9,0.36,0.66,0.024,8.1,3.06,178.0,0
9.8,0.22,0.64,0.040999999999999995,6.48,3.44,131.0,1
9.1,0.25,0.5,0.083,6.640000000000001,3.17,122.0,0
9.8,0.49,0.49,0.040999999999999995,9.379999999999999,3.04,91.0,1
9.9,0.35,0.39,0.036000000000000004,7.34,3.46,58.0,0
12.3,0.33,0.79,0.035,7.2,3.25,129.0,1
11.9,0.4,0.3,0.038,7.63,3.03,106.0,1
11.4,0.33,0.68,0.036000000000000004,7.72,3.2,93.0,0
12.2,0.47,0.42,0.028999999999999998,6.36,3.26,58.0,0
9.1,0.4,0.78,0.047,7.27,3.34,109.0,0
9.3,0.46,0.47,0.037000000000000005,7.06,3.17,124.0,0
12.5,0.53,0.28,0.047,9.66,3.23,84.0,0
11.4,0.38,0.34,0.037000000000000005,6.16,3.28,72.0,0
11.6,0.49,0.37,0.047,6.38,3.27,73.0,0
10.0,0.28,0.36,0.057,6.54,3.26,61.0,0
11.4,0.29,0.48,0.042,6.06,3.36,66.0,1
9.0,0.49,0.38,0.052000000000000005,7.06,3.11,165.0,0
11.9,0.5,0.53,0.038,6.71,3.18,69.0,1
10.8,0.32,0.56,0.04,7.96,3.21,91.0,0
12.5,0.29,0.37,0.035,6.9799999999999995,3.04,86.0,0
9.3,0.27,0.59,0.061,7.390000000000001,2.99,103.0,0
11.55,0.3,0.47,0.052000000000000005,6.12,3.31,44.0,0
10.2,0.36,0.64,0.055,7.3999999999999995,3.49,189.5,0
10.1,0.21,0.33,0.035,6.53,3.36,113.0,1
9.9,0.41,0.62,0.036000000000000004,6.94,3.22,119.0,0
12.6,0.24,0.37,0.042,6.06,3.29,48.0,0
10.0,0.39,0.53,0.044000000000000004,8.74,3.2,122.0,0
12.4,0.23,0.4,0.026000000000000002,7.12,3.1,68.0,0
10.6,0.29,0.38,0.035,6.54,3.17,81.0,0
9.8,0.32,0.6,0.042,6.38,3.27,195.5,0
13.6,0.26,0.47,0.035,6.38,3.18,73.0,1
9.9,0.19,0.63,0.040999999999999995,6.64,3.15,123.0,0
10.8,0.3,0.42,0.027999999999999997,5.779999999999999,3.49,103.0,1
8.5,0.16,0.39,0.054000000000000006,6.86,3.19,96.0,0
11.2,0.29,0.5,0.039,6.41,3.27,68.0,0
12.5,0.29,0.39,0.076,8.54,2.95,73.0,0
9.5,0.27,0.47,0.05,7.77,3.08,75.0,0
13.55,0.33,0.39,0.037000000000000005,6.12,3.15,94.0,0
13.5,0.37,0.43,0.040999999999999995,7.54,3.07,93.0,1
9.6,0.3,0.39,0.047,6.21,3.2,146.0,0
11.3,0.33,0.5,0.026000000000000002,6.24,3.13,54.0,1
9.6,0.4,0.58,0.05,7.17,3.18,163.0,0
9.4,0.32,0.49,0.052000000000000005,6.58,3.35,66.0,0
8.8,0.44,0.54,0.048,6.840000000000001,3.26,199.0,1
9.2,0.2,0.4,0.059000000000000004,6.9,3.18,93.0,0
10.8,0.49,0.41,0.042,8.389999999999999,3.14,102.0,0
12.8,0.18,0.54,0.027000000000000003,6.71,3.34,86.0,1
10.5,0.4,0.88,0.052000000000000005,6.25,3.16,96.0,0
9.0,0.33,0.43,0.05,9.5,3.16,150.0,0
13.7,0.01,0.94,0.040999999999999995,6.96,3.2,102.0,1
12.7,0.28,0.38,0.039,6.71,3.22,103.0,0
9.4,0.41,0.63,0.053,7.800000000000001,3.2,157.0,0
9.0,0.35,0.57,0.067,6.78,3.15,119.0,0
10.1,0.09,0.38,0.044000000000000004,7.09,3.26,110.0,0
11.1,0.3,0.38,0.047,7.180000000000001,3.35,86.0,1
10.5,0.39,0.5,0.036000000000000004,7.390000000000001,3.16,53.0,0
9.9,0.25,0.4,0.05,6.550000000000001,3.16,55.0,0
11.4,0.28,0.78,0.033,7.29,2.91,62.0,0
9.3,0.49,0.47,0.048,6.28,3.19,161.0,0
9.4,0.49,0.34,0.05,9.22,3.13,114.0,0
11.4,0.29,0.41,0.046,6.16,3.24,82.0,0
11.0,0.3,0.41,0.035,6.6499999999999995,3.27,89.0,1
9.9,0.34,0.4,0.040999999999999995,8.78,3.13,129.0,0
9.0,0.34,0.37,0.05,7.505000000000001,3.16,89.0,0
8.9,0.72,0.46,0.039,7.68,3.03,98.0,0
10.7,0.74,0.41,0.047,7.01,3.13,86.0,0
9.3,0.4,0.49,0.046,7.06,3.2,134.0,0
12.4,0.33,0.45,0.05,8.27,3.0,62.0,0
9.2,0.5,0.47,0.055999999999999994,7.51,3.01,127.0,0
10.7,0.37,0.55,0.042,7.13,3.05,69.0,0
9.6,0.4,0.59,0.045,7.49,3.08,165.0,0
9.3,0.3,0.42,0.042,5.835,3.31,82.0,0
9.3,0.37,0.43,0.048,7.82,3.09,162.0,0
11.2,0.24,0.43,0.037000000000000005,6.59,3.23,93.0,1
9.6,0.34,0.5,0.043,7.41,3.09,176.0,0
9.5,0.28,0.46,0.047,6.64,3.23,149.0,0
12.0,0.24,0.51,0.03,7.890000000000001,3.13,119.0,1
9.8,0.18,0.56,0.046,8.04,3.2,127.0,0
9.4,0.49,0.36,0.053,7.14,3.36,96.0,0
9.3,0.37,0.49,0.05,6.630000000000001,2.86,90.0,0
10.0,0.19,0.37,0.040999999999999995,7.92,3.23,88.0,0
10.2,0.32,0.52,0.055999999999999994,7.71,3.11,74.0,1
11.9,0.45,0.48,0.045,7.25,3.16,78.0,1
10.5,0.3,0.35,0.047,7.61,3.12,101.0,0
10.7,0.13,0.38,0.037000000000000005,5.82,3.26,111.0,0
10.6,0.28,0.32,0.027000000000000003,6.07,3.13,23.0,0
9.7,0.33,0.51,0.053,6.78,3.22,139.0,0
12.0,0.36,0.48,0.026000000000000002,8.01,3.11,72.0,0
12.2,0.31,0.55,0.045,7.13,3.06,109.0,0
9.2,0.18,0.5,0.04,6.69,3.14,95.0,0
11.1,0.33,0.58,0.05,6.7,3.26,107.0,0
11.4,0.25,0.55,0.05,7.4,3.0,138.0,0
12.6,0.24,0.34,0.039,7.16,3.27,100.0,1
9.1,0.3,0.5,0.052000000000000005,6.85,3.02,143.0,0
11.3,0.49,0.32,0.027000000000000003,8.06,3.03,59.0,1
11.2,0.33,0.42,0.036000000000000004,6.53,3.32,90.0,0
9.0,0.18,0.43,0.055,6.26,3.21,144.0,0
11.9,0.31,0.36,0.037000000000000005,8.27,3.19,19.0,0
9.4,0.14,0.48,0.052000000000000005,6.53,3.21,101.0,0
11.94,0.22,0.39,0.035,6.71,3.2,94.0,1
9.9,0.26,0.5,0.057999999999999996,7.640000000000001,3.18,97.0,1
9.4,0.23,0.54,0.12300000000000001,7.19,3.04,77.0,0
11.0,0.35,0.4,0.039,6.630000000000001,3.18,104.0,1
10.1,0.29,0.45,0.04,5.779999999999999,3.07,42.0,0
12.0,1.0,0.5,0.032,8.13,3.29,122.0,0
9.0,0.32,0.36,0.035,6.86,2.88,138.0,0
9.6,0.32,0.67,0.039,7.16,3.3,114.0,0
10.5,0.31,0.57,0.054000000000000006,7.09,3.46,175.0,0
8.9,0.67,0.41,0.037000000000000005,7.79,2.9,113.0,0
11.1,0.32,0.37,0.019,6.99,3.25,134.0,1
10.2,0.31,0.59,0.045,6.71,3.02,106.0,0
11.3,0.24,0.73,0.046,6.16,3.63,105.0,0
9.5,0.22,0.48,0.055999999999999994,8.08,3.28,106.0,0
11.0,0.35,0.4,0.039,6.630000000000001,3.18,104.0,1
9.0,0.38,0.37,0.046,6.7,3.1,157.0,0
8.9,0.2,0.46,0.047,6.13,3.09,140.0,0
8.8,0.46,0.47,0.04,6.16,3.13,138.0,0
10.0,0.49,0.48,0.061,8.18,3.23,135.0,0
12.2,0.31,0.55,0.045,7.13,3.06,109.0,0
9.2,0.26,0.51,0.053,7.220000000000001,3.25,148.0,0
9.5,0.26,0.68,0.049,7.73,3.06,143.0,0
10.0,0.17,0.32,0.047,7.02,3.26,21.0,0
10.2,0.15,0.38,0.044000000000000004,6.9799999999999995,3.11,53.0,0
9.4,0.53,0.35,0.052000000000000005,6.819999999999999,2.94,114.0,0
9.6,0.17,0.4,0.042,7.409999999999999,3.13,123.0,0
9.8,0.26,0.46,0.073,7.909999999999999,3.1,117.0,0
11.5,0.31,0.32,0.021,8.71,2.93,96.0,0
9.6,0.47,0.45,0.061,6.97,3.14,127.0,0
11.4,0.25,0.52,0.035,5.91,3.31,55.0,0
10.2,0.33,0.4,0.036000000000000004,9.14,3.08,126.0,0
11.0,0.49,0.63,0.057,7.2,3.43,131.0,1
10.9,0.39,0.51,0.024,7.54,3.17,81.0,0
9.0,0.4,0.46,0.059000000000000004,7.805,2.99,126.0,0
9.4,0.25,0.36,0.055999999999999994,6.22,3.08,65.0,0
9.7,0.26,0.43,0.057999999999999996,6.18,3.27,120.0,0
12.5,0.33,0.3,0.021,6.369999999999999,3.12,91.0,0
9.5,0.33,0.61,0.036000000000000004,6.685,3.27,92.0,0
11.9,0.37,0.37,0.025,8.46,2.93,69.0,0
12.8,0.34,0.45,0.04,7.92,3.14,74.0,1
10.8,0.36,0.54,0.035,6.99,3.15,66.0,1
10.3,0.5,0.45,0.043,6.87,3.15,95.0,0
10.4,0.39,0.48,0.063,7.140000000000001,3.31,118.0,1
9.2,0.28,0.53,0.051,7.85,3.12,131.0,0
11.4,0.33,0.5,0.040999999999999995,7.29,3.21,97.0,0
9.8,0.38,0.54,0.05,7.2,3.3,131.0,0
11.8,0.33,0.37,0.042,7.444999999999999,3.1,50.0,1
9.3,0.12,0.5,0.054000000000000006,6.5200000000000005,3.16,91.0,0
11.1,0.29,0.5,0.044000000000000004,7.800000000000001,3.3,91.0,1
9.3,0.4,0.46,0.048,8.68,3.4,113.0,0
8.8,0.17,0.48,0.06,6.62,3.13,139.0,0
9.4,0.3,0.4,0.209,6.69,3.1,94.0,0
11.0,0.49,0.32,0.034,7.52,2.99,105.0,1
13.4,0.33,0.53,0.047,7.2749999999999995,3.23,65.0,1
10.3,0.34,0.56,0.059000000000000004,7.01,3.33,164.0,0
12.0,0.37,0.48,0.036000000000000004,5.9799999999999995,3.16,65.0,0
9.1,0.35,0.59,0.04,7.33,3.16,111.0,0
11.8,0.38,0.53,0.023,7.63,3.28,62.0,0
9.5,0.36,0.59,0.042,7.3,2.92,79.0,1
10.9,0.31,0.65,0.046,7.01,3.07,81.0,1
10.2,0.15,0.38,0.044000000000000004,6.9799999999999995,3.11,53.0,0
12.7,0.36,0.37,0.043,7.279999999999999,3.26,56.0,1
9.2,0.23,0.58,0.054000000000000006,8.22,3.02,173.0,0
10.4,0.22,0.67,0.046,6.92,3.22,95.0,0
9.3,0.27,0.3,0.039,7.8999999999999995,3.27,88.0,0
11.2,0.32,0.55,0.040999999999999995,7.12,3.17,99.0,0
12.0,0.3,0.36,0.019,7.3,3.2,24.0,0
8.9,0.2,0.46,0.044000000000000004,5.92,3.22,72.0,0
9.8,0.17,0.57,0.036000000000000004,6.14,3.05,90.0,0
9.4,0.15,0.52,0.037000000000000005,7.16,3.28,119.0,0
10.5,0.49,0.59,0.043,8.76,3.13,54.0,0
13.4,0.62,0.43,0.038,7.23,3.23,86.0,1
9.8,0.47,0.36,0.092,6.53,3.21,118.0,0
9.1,0.31,0.54,0.051,7.04,3.06,126.0,0
10.2,0.27,0.35,0.036000000000000004,6.57,3.28,135.0,0
10.4,0.36,0.54,0.05,7.79,3.06,95.0,0
9.6,0.12,0.44,0.035,6.140000000000001,3.34,187.0,0
10.9,0.27,0.63,0.042,6.630000000000001,3.03,65.0,0
12.7,0.32,0.48,0.036000000000000004,6.5200000000000005,3.16,55.0,0
9.2,0.2,0.4,0.059000000000000004,6.9,3.18,93.0,0
12.9,0.28,0.65,0.026000000000000002,6.25,3.43,72.0,1
11.0,0.36,0.69,0.034,6.550000000000001,3.42,107.0,1
9.8,0.23,0.43,0.047,6.57,3.28,87.0,0
9.4,0.31,0.61,0.046,8.08,3.07,188.0,0
9.2,0.14,0.34,0.06,6.4799999999999995,3.07,86.0,0
10.5,0.49,0.47,0.053,8.1,3.16,129.0,0
11.7,0.38,0.46,0.031,5.609999999999999,3.34,87.0,0
12.2,0.3,0.42,0.04,7.36,3.33,103.0,1
9.5,0.26,0.72,0.040999999999999995,6.68,3.34,101.0,0
11.0,0.4,0.43,0.040999999999999995,6.71,3.21,66.0,0
12.5,0.49,0.42,0.040999999999999995,7.970000000000001,3.16,63.0,0
9.2,0.24,0.36,0.034,6.8999999999999995,3.13,104.0,0
11.3,0.26,0.55,0.038,6.16,3.34,113.0,0
11.1,0.25,0.56,0.040999999999999995,6.2,3.27,65.0,0
12.7,0.37,0.53,0.023,7.12,3.14,68.0,0
12.4,0.33,0.45,0.05,8.27,3.0,62.0,0
10.7,0.29,0.55,0.035,6.505000000000001,3.17,96.0,1
10.8,0.37,0.52,0.049,7.3,3.15,101.0,0
12.7,0.31,0.37,0.03,7.22,3.16,95.0,1
8.8,0.23,0.46,0.047,6.819999999999999,3.08,81.0,0
9.6,0.16,0.47,0.045,6.5200000000000005,3.18,106.0,0
10.0,0.28,0.41,0.046,6.76,3.18,145.0,0
9.2,0.04,0.54,0.06,6.55,3.26,85.0,0
9.6,0.42,0.48,0.046,9.52,3.08,172.0,0
11.8,0.38,0.42,0.033,6.12,3.42,71.0,1
12.0,0.32,0.42,0.040999999999999995,6.6000000000000005,3.43,108.0,0
9.6,0.2,0.51,0.048,6.66,3.17,143.0,0
9.6,0.42,0.44,0.057999999999999996,7.03,3.16,124.0,0
11.1,0.37,0.54,0.037000000000000005,7.180000000000001,3.05,60.0,0
12.4,0.37,0.34,0.027000000000000003,7.140000000000001,3.19,74.0,0
11.4,0.28,0.46,0.027999999999999997,6.84,3.34,93.0,0
8.6,0.57,0.64,0.052000000000000005,8.66,2.93,221.0,0
10.9,0.26,0.42,0.059000000000000004,8.19,3.04,148.0,0
10.7,0.34,0.46,0.04,6.76,3.29,159.0,0
8.9,0.5,0.53,0.045,7.0,3.04,89.0,0
9.1,0.44,0.41,0.2,6.69,3.02,106.0,0
9.5,0.24,0.48,0.057,7.15,2.99,72.0,0
9.9,0.27,0.44,0.057,7.62,3.29,53.0,1
9.7,0.39,0.3,0.064,7.57,3.29,160.0,0
11.1,0.28,0.48,0.046,6.71,3.43,40.0,0
12.0,0.3,0.36,0.019,7.3,3.2,24.0,0
11.2,0.27,0.36,0.036000000000000004,8.25,2.99,70.0,0
11.5,0.34,0.59,0.04,6.68,3.32,105.0,1
9.1,0.28,0.43,0.048,7.1000000000000005,3.19,123.0,0
10.8,0.49,0.44,0.048,6.545,3.56,110.0,0
9.6,0.3,0.4,0.055999999999999994,7.315,3.44,79.0,0
11.8,0.27,0.36,0.057,7.54,3.16,100.0,0
9.6,0.42,0.33,0.067,7.590000000000001,3.3,173.0,0
11.1,0.25,0.44,0.03,6.45,3.3,70.0,1
8.4,0.12,0.46,0.055999999999999994,6.7700000000000005,3.06,85.0,0
10.4,0.34,0.58,0.054000000000000006,7.09,3.42,163.0,0
12.7,0.34,0.39,0.032,7.4,3.16,102.0,1
12.7,0.37,0.53,0.023,7.12,3.14,68.0,0
13.1,0.28,0.64,0.026000000000000002,6.48,2.98,83.0,1
12.0,0.31,0.82,0.031,7.01,3.36,131.0,1
12.4,0.5,0.34,0.048,9.24,3.21,81.0,0
9.8,0.27,0.33,0.040999999999999995,7.61,3.19,72.0,0
9.0,0.27,0.38,0.076,7.05,3.05,107.0,0
8.6,0.69,0.45,0.040999999999999995,7.609999999999999,3.06,102.0,0
11.0,0.3,0.41,0.035,6.6499999999999995,3.27,89.0,1
9.4,0.27,0.54,0.046,6.63,3.37,141.0,0
12.5,0.28,0.39,0.034,7.0600000000000005,2.96,52.0,0
9.0,0.22,0.48,0.044000000000000004,5.92,3.24,71.0,0
9.0,0.5,0.44,0.049,7.680000000000001,3.01,74.0,0
9.8,0.26,0.35,0.053,6.8100000000000005,3.2,51.0,0
13.8,0.22,0.54,0.022000000000000002,5.67,3.33,78.0,0
9.5,0.25,0.4,0.048,7.409999999999999,3.14,104.0,0
12.2,0.28,0.56,0.046,8.13,3.16,69.0,1
8.9,0.36,0.46,0.05,7.55,3.04,165.0,1
10.4,0.43,0.77,0.045,6.79,3.52,101.0,0
8.8,0.36,0.48,0.046,7.01,3.27,101.0,0
10.2,0.62,0.59,0.042,7.11,2.96,102.0,0
11.2,0.3,0.44,0.034,6.76,3.38,63.0,0
10.5,0.29,0.56,0.052000000000000005,6.680000000000001,3.48,93.0,1
8.8,0.2,0.51,0.066,6.63,3.14,125.0,0
9.8,0.33,0.36,0.049,9.2,3.14,30.0,0
10.2,0.32,0.54,0.039,6.8,3.39,53.0,1
9.5,0.32,0.58,0.05,8.37,3.14,84.0,0
11.4,0.37,0.75,0.048,6.71,3.33,68.0,1
11.5,0.31,0.92,0.054000000000000006,7.43,3.24,82.0,1
11.1,0.28,0.65,0.039,7.28,3.18,71.0,0
10.9,0.36,0.68,0.046,5.88,3.7,62.0,1
9.6,0.36,0.79,0.04,7.58,3.3,102.0,0
8.8,0.25,0.37,0.05,6.72,3.3,94.0,0
9.5,0.42,0.53,0.042,6.79,3.24,136.0,0
9.8,0.29,0.38,0.039,7.12,3.19,57.0,1
9.9,0.23,0.56,0.048,6.49,3.11,168.0,0
10.5,0.14,0.46,0.036000000000000004,5.035,3.47,99.0,0
10.8,0.31,0.31,0.034,8.19,3.06,117.0,0
9.5,0.19,0.41,0.048,5.784999999999999,3.26,74.0,0
9.4,0.5,0.45,0.053,7.09,3.09,146.0,0
10.4,0.34,0.7,0.043,7.83,3.12,105.0,0
9.1,0.41,0.64,0.045,7.93,3.18,153.0,0
10.9,0.41,0.43,0.037000000000000005,7.14,3.25,73.0,0
9.8,0.28,0.45,0.053,8.22,3.14,114.0,0
13.0,0.25,0.38,0.03,7.17,3.09,99.0,0
10.7,0.49,0.36,0.027999999999999997,7.949999999999999,3.22,144.0,0
9.2,1.0,0.43,0.154,7.41,2.95,68.0,0
12.0,0.29,0.34,0.035,8.559999999999999,3.16,85.0,0
9.633333333,0.23,0.47,0.066,6.41,3.3,126.0,0
10.0,0.32,0.67,0.022000000000000002,7.34,3.04,68.0,0
10.5,0.33,0.4,0.034,6.970000000000001,3.08,36.0,0
10.7,0.34,0.46,0.04,6.76,3.29,159.0,0
12.5,0.43,0.59,0.03,7.08,3.08,80.0,1
8.8,0.23,0.46,0.047,6.819999999999999,3.08,81.0,0
12.5,0.33,0.38,0.023,6.71,3.3,82.0,1
9.5,0.49,0.45,0.046,10.110000000000001,3.18,106.0,0
8.8,0.27,0.41,0.057,7.49,2.94,110.0,1
11.4,0.17,0.43,0.048,6.3,3.3,83.0,0
8.9,0.41,0.59,0.05,7.52,3.32,136.0,0
10.3,0.3,0.73,0.036000000000000004,8.299999999999999,2.99,42.0,0
11.1,0.29,0.59,0.034,6.67,3.1,78.0,0
9.6,0.4,0.42,0.049,7.44,3.34,135.0,0
11.4,0.42,0.39,0.031,8.479999999999999,3.09,63.0,0
12.6,0.31,0.54,0.048,6.5,3.32,106.0,0
10.9,0.37,0.7,0.07200000000000001,8.36,3.37,111.0,0
11.2,0.32,0.49,0.036000000000000004,7.760000000000001,3.15,92.0,0
10.2,0.39,0.54,0.055,7.22,3.52,159.0,0
12.6,0.49,0.44,0.038,7.51,3.32,108.0,1
12.2,0.37,0.45,0.026000000000000002,7.05,3.14,64.0,0
11.7,0.42,0.52,0.036000000000000004,8.58,3.16,70.0,0
10.3,0.49,0.5,0.063,7.12,3.54,118.0,0
12.9,0.32,0.33,0.042,6.7299999999999995,3.28,88.0,1
10.3,0.38,0.5,0.044000000000000004,7.16,3.06,106.0,0
9.0,0.26,0.52,0.046,7.48,3.1,131.0,0
11.5,0.24,0.31,0.027000000000000003,5.81,3.3,113.0,1
9.8,0.26,0.6,0.053,7.67,3.11,118.0,0
10.4,0.3,0.5,0.05,7.56,3.21,119.0,0
8.8,0.48,0.34,0.037000000000000005,7.69,3.02,120.5,0
10.5,0.29,0.6,0.042,7.58,3.54,67.0,1
10.0,0.49,0.54,0.032,9.94,2.85,15.0,0
11.0,0.34,0.54,0.048,6.98,3.25,79.0,1
12.1,0.34,0.38,0.027999999999999997,8.08,3.0,86.0,1
10.7,0.16,0.44,0.049,5.33,3.48,87.0,0
8.7,0.31,0.41,0.046,7.04,3.3,102.0,0
10.9,0.37,0.5,0.040999999999999995,6.29,3.18,75.0,0
9.8,0.26,0.46,0.069,7.31,3.13,132.0,0
8.8,0.29,0.4,0.044000000000000004,6.57,3.14,137.0,0
9.7,0.7,0.64,0.042,8.8,3.06,168.0,0
11.9,0.53,0.44,0.040999999999999995,7.88,3.11,125.0,0
9.8,0.38,0.54,0.049,7.08,3.3,132.0,0
11.6,0.35,0.36,0.035,8.33,3.12,86.0,0
12.0,0.31,0.34,0.046,6.93,3.15,124.0,1
9.0,0.46,0.5,0.054000000000000006,7.12,3.23,167.0,0
9.1,0.49,0.36,0.057999999999999996,7.49,3.42,84.0,1
12.6,0.33,0.4,0.035,7.140000000000001,3.26,89.0,1
10.5,0.32,0.42,0.045,7.130000000000001,3.22,91.0,0
10.6,0.34,0.5,0.028999999999999998,9.26,3.08,141.0,0
13.4,0.36,0.22,0.02,6.91,3.19,66.0,1
12.4,0.35,0.56,0.042,7.08,3.19,69.0,0
11.3,0.21,0.38,0.026000000000000002,6.859999999999999,3.22,78.0,1
9.2,0.24,0.52,0.055,7.6000000000000005,3.2,106.0,0
12.6,0.32,0.58,0.037000000000000005,5.550000000000001,3.04,41.0,0
12.0,0.52,0.45,0.037000000000000005,6.779999999999999,3.24,91.0,0
13.0,0.4,0.96,0.03,6.25,3.19,65.0,0
12.6,0.15,0.59,0.028999999999999998,7.57,3.3,60.0,1
12.6,0.28,0.41,0.028999999999999998,7.9799999999999995,3.0,105.0,0
12.2,0.16,0.46,0.031,6.335,3.24,113.0,0
9.5,0.21,0.48,0.05,6.66,3.23,131.0,0
9.7,0.21,0.41,0.09,6.27,3.07,86.0,0
10.5,0.49,0.77,0.039,7.455,3.14,102.0,0
11.6,0.29,0.41,0.038,6.78,3.32,81.0,1
9.6,0.49,0.46,0.051,6.319999999999999,3.3,69.0,0
8.8,0.27,0.45,0.047,6.84,3.04,165.0,0
10.1,0.23,0.69,0.034,6.99,3.23,133.0,0
11.1,0.35,0.56,0.048,7.36,3.05,94.0,0
9.7,0.32,0.54,0.038,6.74,3.45,155.0,1
11.4,0.32,0.45,0.036000000000000004,7.21,3.19,80.0,1
8.9,0.34,0.75,0.044000000000000004,8.05,3.22,118.0,0
11.0,0.34,0.37,0.045,6.43,3.03,93.0,0
11.1,0.35,0.69,0.047,7.77,3.36,111.0,0
9.4,0.15,0.52,0.037000000000000005,7.16,3.28,119.0,0
11.5,0.57,0.36,0.043,6.48,3.17,42.0,0
9.8,0.49,0.61,0.052000000000000005,6.56,2.99,100.0,0
9.0,0.5,0.66,0.049,7.52,3.24,133.0,0
10.4,0.32,0.5,0.046,7.25,3.25,189.0,0
11.3,0.25,0.4,0.052000000000000005,6.869999999999999,3.24,147.0,0
11.0,0.38,0.3,0.044000000000000004,6.62,2.97,92.0,1
9.2,0.22,0.53,0.034,7.07,3.07,100.0,0
11.5,0.43,0.33,0.038,6.52,3.35,99.0,1
12.4,0.32,0.64,0.035,6.76,3.35,137.0,1
10.6,0.34,0.39,0.032,7.04,3.2,98.0,0
10.5,0.27,0.44,0.038,6.8,3.11,101.0,1
9.1,0.42,0.47,0.044000000000000004,6.66,3.18,110.0,0
12.0,0.38,0.33,0.031,6.5600000000000005,3.06,69.0,1
9.2,0.37,0.42,0.048,7.6000000000000005,3.03,147.0,0
10.4,0.33,0.56,0.040999999999999995,6.52,3.32,97.0,0
10.3,0.3,0.45,0.057999999999999996,6.7299999999999995,3.51,84.0,0
9.7,0.27,0.49,0.048,6.859999999999999,2.87,84.0,0
